transaction_id,customer_id,rules_triggered,risk_score,transaction_amount,transaction_date,merchant_category,location,is_fraud
TXN0060111,CUST01934,R2_rapid_succession,3,76806.05,2023-05-03 21:42:55,Fuel,Chennai,1
TXN0045778,CUST01604,R6_odd_hour_high_value,3,62279.55,2023-08-22 02:41:52,Electronics,Lucknow,0
TXN0045898,CUST02099,R6_odd_hour_high_value,3,19588.23,2023-01-27 01:33:37,Travel,Lucknow,0
TXN0045856,CUST02444,R6_odd_hour_high_value,3,32156.87,2024-04-19 03:38:45,Travel,Lucknow,0
TXN0045848,CUST01582,R6_odd_hour_high_value,3,48112.1,2024-09-20 01:48:44,Shopping,Bhopal,0
TXN0045425,CUST01151,R6_odd_hour_high_value,3,63275.16,2023-01-10 00:23:30,Travel,Chennai,0
TXN0047417,CUST02845,R6_odd_hour_high_value,3,17018.76,2024-08-31 01:56:07,Shopping,Mumbai,0
TXN0047405,CUST00768,R6_odd_hour_high_value,3,75000.0,2024-08-27 02:30:06,Shopping,Chennai,0
TXN0044763,CUST00177,R6_odd_hour_high_value,3,37891.02,2023-08-07 03:42:11,Shopping,Ahmedabad,0
TXN0047370,CUST01777,R6_odd_hour_high_value,3,22793.08,2024-02-03 02:34:05,Electronics,Bhopal,0
TXN0047365,CUST02111,R6_odd_hour_high_value,3,26329.26,2024-03-24 02:07:19,Shopping,Hyderabad,0
TXN0045377,CUST01822,R6_odd_hour_high_value,3,17932.09,2023-11-30 02:33:50,Travel,Kolkata,0
TXN0045372,CUST01980,R6_odd_hour_high_value,3,22378.12,2024-04-15 01:15:54,Atm Withdrawal,Delhi,0
TXN0045371,CUST00046,R6_odd_hour_high_value,3,74079.34,2023-10-01 01:14:00,Groceries,Indore,1
TXN0045332,CUST01388,R6_odd_hour_high_value,3,49819.38,2024-12-15 01:59:11,Shopping,Surat,0
TXN0045305,CUST01333,R6_odd_hour_high_value,3,19187.12,2024-12-22 01:40:59,Atm Withdrawal,Jaipur,0
TXN0045439,CUST02657,R6_odd_hour_high_value,3,41180.71,2024-08-22 04:00:49,Electronics,Kolkata,0
TXN0045300,CUST01044,R6_odd_hour_high_value,3,53160.39,2023-07-04 00:38:47,Healthcare,Lucknow,0
TXN0047376,CUST00975,R6_odd_hour_high_value,3,37170.92,2023-10-07 04:28:00,Travel,Mumbai,0
TXN0045578,CUST00955,R6_odd_hour_high_value,3,22146.42,2023-02-23 02:20:38,Shopping,Lucknow,0
TXN0045561,CUST01780,R6_odd_hour_high_value,3,30883.5,2023-08-03 04:39:18,Atm Withdrawal,Kolkata,0
TXN0045558,CUST00213,R6_odd_hour_high_value,3,37014.1,2024-07-09 03:33:01,Atm Withdrawal,Bhopal,0
TXN0045557,CUST02481,R6_odd_hour_high_value,3,85435.51,2024-10-10 03:26:52,Salary,Bengaluru,0
TXN0045645,CUST01976,R6_odd_hour_high_value,3,23364.58,2023-03-21 01:11:41,Shopping,Surat,0
TXN0045643,CUST00193,R6_odd_hour_high_value,3,36899.08,2023-03-19 04:22:52,Atm Withdrawal,Surat,0
TXN0045633,CUST00789,R6_odd_hour_high_value,3,44632.1,2024-02-04 00:28:40,Insurance,Jaipur,0
TXN0045551,CUST02723,R6_odd_hour_high_value,3,16278.44,2023-11-03 01:51:41,Shopping,Jaipur,0
TXN0045541,CUST01361,R6_odd_hour_high_value,3,37905.57,2023-11-01 04:38:21,Electronics,Kochi,0
TXN0045467,CUST01118,R6_odd_hour_high_value,3,56777.93,2024-11-11 02:29:10,Atm Withdrawal,Hyderabad,0
TXN0045518,CUST02965,R6_odd_hour_high_value,3,27317.29,2023-11-04 00:23:10,Electronics,Jaipur,0
TXN0045508,CUST01502,R6_odd_hour_high_value,3,15611.34,2023-05-27 01:15:39,Shopping,Pune,0
TXN0045507,CUST02990,R6_odd_hour_high_value,3,49634.28,2023-07-18 03:32:00,Education,Bhopal,0
TXN0045601,CUST02773,R6_odd_hour_high_value,3,73700.86,2024-10-03 02:05:42,Atm Withdrawal,Surat,0
TXN0045595,CUST01796,R6_odd_hour_high_value,3,95181.15,2023-11-10 01:57:25,Education,Hyderabad,0
TXN0045833,CUST02172,R6_odd_hour_high_value,3,31543.01,2024-05-07 00:02:46,Travel,Bengaluru,0
TXN0045823,CUST02976,R6_odd_hour_high_value,3,18250.52,2024-10-14 01:45:34,Healthcare,Indore,0
TXN0045475,CUST01003,R6_odd_hour_high_value,3,50571.26,2023-09-19 00:26:02,Travel,Hyderabad,0
TXN0045468,CUST02501,R6_odd_hour_high_value,3,21765.2,2024-03-02 03:40:14,Shopping,Bengaluru,0
TXN0045525,CUST02837,R6_odd_hour_high_value,3,20262.36,2024-08-10 00:17:30,Electronics,Bengaluru,0
TXN0044960,CUST00255,R6_odd_hour_high_value,3,21766.18,2024-05-25 02:57:59,Healthcare,Kochi,0
TXN0047522,CUST01329,R6_odd_hour_high_value,3,25873.97,2024-02-01 00:41:11,Atm Withdrawal,Pune,0
TXN0047519,CUST00296,R6_odd_hour_high_value,3,22505.95,2023-06-16 02:54:23,Healthcare,Bhopal,0
TXN0047476,CUST00819,R6_odd_hour_high_value,3,22063.2,2024-09-29 03:11:01,Electronics,Kochi,0
TXN0047474,CUST00369,R6_odd_hour_high_value,3,91928.75,2023-01-28 04:29:40,Groceries,Bhopal,1
TXN0047574,CUST01024,R6_odd_hour_high_value,3,70173.43,2023-03-20 04:24:02,Electronics,Bhopal,0
TXN0047473,CUST01603,R6_odd_hour_high_value,3,26180.1,2023-08-01 04:17:36,Atm Withdrawal,Hyderabad,0
TXN0047455,CUST01312,R6_odd_hour_high_value,3,25486.9,2024-04-10 03:11:20,Healthcare,Jaipur,0
TXN0047453,CUST02160,R6_odd_hour_high_value,3,50854.69,2023-12-08 00:42:41,Travel,Lucknow,0
TXN0045250,CUST01698,R6_odd_hour_high_value,3,23233.91,2024-07-26 00:15:18,Shopping,Mumbai,0
TXN0047432,CUST02907,R6_odd_hour_high_value,3,67011.86,2023-05-04 00:37:25,Shopping,Chandigarh,0
TXN0044784,CUST01212,R6_odd_hour_high_value,3,61967.93,2024-10-09 04:02:40,Healthcare,Indore,0
TXN0044781,CUST01302,R6_odd_hour_high_value,3,15639.67,2024-09-26 04:10:53,Shopping,Mumbai,0
TXN0044777,CUST01988,R6_odd_hour_high_value,3,45285.61,2024-02-03 03:23:19,Entertainment,Kolkata,1
TXN0044847,CUST02047,R6_odd_hour_high_value,3,30361.26,2023-02-01 03:20:07,Shopping,Lucknow,0
TXN0044832,CUST02612,R6_odd_hour_high_value,3,49019.69,2023-06-26 04:09:50,Shopping,Mumbai,0
TXN0044825,CUST01975,R6_odd_hour_high_value,3,71330.88,2024-04-13 03:56:15,Education,Kolkata,0
TXN0044820,CUST00405,R6_odd_hour_high_value,3,69650.99,2023-09-11 02:51:21,Electronics,Kochi,0
TXN0044764,CUST00236,R6_odd_hour_high_value,3,15796.85,2024-01-21 03:18:32,Shopping,Chennai,0
TXN0047451,CUST02227,R6_odd_hour_high_value,3,28719.49,2024-02-17 02:14:25,Healthcare,Delhi,0
TXN0045236,CUST02250,R6_odd_hour_high_value,3,62717.4,2024-04-30 04:41:55,Electronics,Jaipur,0
TXN0045405,CUST01400,R6_odd_hour_high_value,3,26268.62,2023-04-18 04:15:03,Healthcare,Chandigarh,0
TXN0045612,CUST01533,R6_odd_hour_high_value,3,23830.75,2023-05-22 04:48:24,Healthcare,Bengaluru,0
TXN0045208,CUST02050,R6_odd_hour_high_value,3,19971.75,2023-01-24 00:59:13,Electronics,Kochi,0
TXN0045206,CUST01113,R6_odd_hour_high_value,3,24394.27,2023-12-08 00:29:26,Shopping,Bengaluru,0
TXN0045203,CUST01458,R6_odd_hour_high_value,3,83883.65,2023-07-03 02:05:26,Electronics,Ahmedabad,0
TXN0044950,CUST02195,R6_odd_hour_high_value,3,20192.89,2023-07-03 03:09:21,Atm Withdrawal,Bengaluru,0
TXN0044949,CUST00169,R6_odd_hour_high_value,3,92714.84,2023-06-02 00:14:54,Electronics,Bhopal,0
TXN0044934,CUST00712,R6_odd_hour_high_value,3,34301.67,2023-06-09 04:54:10,Electronics,Bengaluru,0
TXN0044961,CUST01227,R6_odd_hour_high_value,3,33066.83,2023-12-19 03:16:55,Healthcare,Bengaluru,0
TXN0044910,CUST01090,R6_odd_hour_high_value,3,70416.01,2023-05-31 03:04:00,Travel,Chennai,0
TXN0045024,CUST01263,R6_odd_hour_high_value,3,39792.4,2023-08-14 03:03:10,Atm Withdrawal,Hyderabad,0
TXN0045020,CUST00836,R6_odd_hour_high_value,3,18205.72,2024-04-05 03:24:20,Atm Withdrawal,Delhi,0
TXN0044997,CUST01183,R6_odd_hour_high_value,3,31377.93,2024-09-21 02:39:54,Electronics,Kolkata,0
TXN0047558,CUST01904,R6_odd_hour_high_value,3,18385.1,2024-03-24 02:34:30,Travel,Indore,0
TXN0047557,CUST02579,R6_odd_hour_high_value,3,18318.09,2023-05-22 02:50:15,Shopping,Kochi,0
TXN0047556,CUST02057,R6_odd_hour_high_value,3,19599.57,2023-07-18 04:09:32,Atm Withdrawal,Surat,0
TXN0047548,CUST00179,R6_odd_hour_high_value,3,26151.44,2023-07-19 02:24:32,Travel,Mumbai,0
TXN0047540,CUST00778,R6_odd_hour_high_value,3,76957.7,2023-04-01 02:09:41,Electronics,Pune,0
TXN0044922,CUST02269,R6_odd_hour_high_value,3,50277.95,2023-10-24 02:19:03,Electronics,Mumbai,0
TXN0036585,CUST02875,R6_odd_hour_high_value,3,75000.0,2024-07-30 00:36:47,Insurance,Lucknow,0
TXN0036397,CUST01740,R6_odd_hour_high_value,3,24266.26,2023-05-16 01:51:45,Electronics,Hyderabad,0
TXN0036384,CUST02902,R6_odd_hour_high_value,3,34222.4,2023-05-02 04:12:11,Travel,Bengaluru,0
TXN0036378,CUST00646,R6_odd_hour_high_value,3,35085.21,2023-03-06 03:39:06,Shopping,Indore,0
TXN0036373,CUST00169,R6_odd_hour_high_value,3,41689.04,2024-11-25 01:43:28,Travel,Bhopal,0
TXN0036367,CUST00827,R6_odd_hour_high_value,3,41588.09,2023-01-30 04:40:08,Travel,Chennai,0
TXN0036511,CUST02684,R6_odd_hour_high_value,3,35800.23,2023-11-04 02:17:24,Atm Withdrawal,Chandigarh,0
TXN0036504,CUST00804,R6_odd_hour_high_value,3,45299.73,2024-04-08 04:55:42,Healthcare,Kochi,1
TXN0048663,CUST01495,R6_odd_hour_high_value,3,55595.81,2023-12-01 03:36:38,Atm Withdrawal,Kochi,0
TXN0049874,CUST01191,R6_odd_hour_high_value,3,75000.0,2023-11-28 00:41:00,Shopping,Surat,0
TXN0049872,CUST00795,R6_odd_hour_high_value,3,26691.89,2023-02-17 04:40:45,Healthcare,Chandigarh,0
TXN0049867,CUST02875,R6_odd_hour_high_value,3,50346.54,2024-09-07 01:28:41,Travel,Lucknow,0
TXN0049986,CUST00657,R6_odd_hour_high_value,3,30410.1,2023-08-13 02:16:00,Insurance,Bhopal,0
TXN0049984,CUST02077,R6_odd_hour_high_value,3,15345.0,2024-10-15 01:46:17,Shopping,Chennai,0
TXN0049946,CUST02201,R6_odd_hour_high_value,3,35074.09,2023-06-03 01:02:18,Electronics,Delhi,0
TXN0036318,CUST00610,R6_odd_hour_high_value,3,24316.92,2024-07-16 01:11:02,Travel,Mumbai,0
TXN0036311,CUST02317,R6_odd_hour_high_value,3,99079.23,2024-07-17 04:36:55,Salary,Ahmedabad,0
TXN0049916,CUST00785,R6_odd_hour_high_value,3,75488.92,2023-08-04 02:44:01,Fuel,Ahmedabad,1
TXN0036499,CUST01419,R6_odd_hour_high_value,3,33315.62,2023-07-19 00:21:59,Electronics,Chennai,0
TXN0037085,CUST01479,R6_odd_hour_high_value,3,30528.8,2023-05-28 04:36:02,Healthcare,Indore,0
TXN0037074,CUST00173,R6_odd_hour_high_value,3,26961.12,2023-05-19 02:44:02,Shopping,Kolkata,0
TXN0036717,CUST01604,R6_odd_hour_high_value,3,23171.69,2023-08-14 02:16:56,Shopping,Lucknow,0
TXN0036597,CUST01072,R6_odd_hour_high_value,3,36714.26,2023-05-17 04:02:50,Electronics,Ahmedabad,0
TXN0036122,CUST01289,R6_odd_hour_high_value,3,52067.97,2024-11-04 04:05:14,Travel,Chennai,0
TXN0036115,CUST01479,R6_odd_hour_high_value,3,25880.78,2023-12-23 01:01:18,Shopping,Indore,0
TXN0036097,CUST00670,R6_odd_hour_high_value,3,62630.74,2024-06-08 03:02:29,Travel,Delhi,0
TXN0036092,CUST01863,R6_odd_hour_high_value,3,40094.77,2024-04-06 01:19:09,Atm Withdrawal,Ahmedabad,0
TXN0036551,CUST02364,R6_odd_hour_high_value,3,28270.28,2023-06-18 04:03:27,Healthcare,Lucknow,0
TXN0036591,CUST00711,R6_odd_hour_high_value,3,75000.0,2024-07-16 04:34:59,Healthcare,Jaipur,0
TXN0036634,CUST00156,R6_odd_hour_high_value,3,23484.3,2023-05-18 02:00:40,Shopping,Surat,0
TXN0036630,CUST00436,R6_odd_hour_high_value,3,17543.36,2023-08-31 00:58:26,Atm Withdrawal,Bhopal,0
TXN0036624,CUST01553,R6_odd_hour_high_value,3,25282.04,2023-09-15 00:50:03,Insurance,Hyderabad,0
TXN0036489,CUST01404,R6_odd_hour_high_value,3,23553.59,2024-07-18 02:33:08,Shopping,Kochi,0
TXN0036480,CUST01510,R6_odd_hour_high_value,3,23905.49,2024-01-28 02:42:56,Atm Withdrawal,Pune,0
TXN0036468,CUST00635,R6_odd_hour_high_value,3,25826.73,2024-02-11 03:31:06,Shopping,Ahmedabad,0
TXN0036450,CUST01723,R6_odd_hour_high_value,3,32340.18,2023-10-15 00:29:54,Electronics,Lucknow,0
TXN0036408,CUST01703,R6_odd_hour_high_value,3,89871.33,2024-04-28 01:45:40,Travel,Ahmedabad,0
TXN0036595,CUST02497,R6_odd_hour_high_value,3,54092.05,2024-11-20 03:38:24,Electronics,Delhi,0
TXN0036512,CUST00037,R6_odd_hour_high_value,3,44728.22,2023-01-14 03:11:45,Travel,Kochi,0
TXN0035844,CUST01696,R6_odd_hour_high_value,3,23773.89,2023-04-18 03:43:55,Electronics,Kochi,0
TXN0035833,CUST02351,R6_odd_hour_high_value,3,21758.28,2023-03-21 03:03:00,Healthcare,Jaipur,0
TXN0035831,CUST01323,R6_odd_hour_high_value,3,16097.4,2024-12-16 01:48:31,Healthcare,Ahmedabad,0
TXN0050089,CUST01937,R6_odd_hour_high_value,3,25736.98,2023-04-05 03:05:56,Electronics,Bengaluru,0
TXN0050087,CUST00456,R6_odd_hour_high_value,3,62247.73,2024-10-16 03:59:27,Education,Ahmedabad,0
TXN0050086,CUST02865,R6_odd_hour_high_value,3,46410.25,2024-07-18 04:26:00,Shopping,Kochi,0
TXN0050084,CUST00310,R6_odd_hour_high_value,3,35181.76,2023-04-17 01:02:19,Electronics,Mumbai,0
TXN0050076,CUST02687,R6_odd_hour_high_value,3,31718.11,2024-03-17 01:12:22,Atm Withdrawal,Bengaluru,0
TXN0050073,CUST01822,R6_odd_hour_high_value,3,35300.52,2023-04-24 03:14:30,Shopping,Kolkata,0
TXN0049906,CUST02134,R6_odd_hour_high_value,3,69360.51,2024-07-01 01:26:11,Electronics,Bhopal,0
TXN0035856,CUST01300,R6_odd_hour_high_value,3,41193.77,2024-08-24 04:13:57,Atm Withdrawal,Bengaluru,0
TXN0049926,CUST02311,R6_odd_hour_high_value,3,42715.86,2024-04-05 02:32:36,Electronics,Kochi,0
TXN0050062,CUST00855,R6_odd_hour_high_value,3,86117.16,2024-06-12 02:33:28,Electronics,Indore,0
TXN0050052,CUST02692,R6_odd_hour_high_value,3,37836.62,2024-08-22 00:09:00,Travel,Pune,0
TXN0050030,CUST00559,R6_odd_hour_high_value,3,26956.74,2023-05-21 02:22:40,Insurance,Chandigarh,0
TXN0050017,CUST01485,R6_odd_hour_high_value,3,75921.95,2023-09-12 02:13:05,Electronics,Kochi,0
TXN0050000,CUST02731,R2_rapid_succession,3,83212.59,2024-11-25 10:02:52,Electronics,Indore,1
TXN0050106,CUST01771,R6_odd_hour_high_value,3,24682.38,2024-03-20 03:05:16,Electronics,Indore,0
TXN0050104,CUST00701,R6_odd_hour_high_value,3,43432.9,2024-08-13 04:06:55,Electronics,Chandigarh,0
TXN0035860,CUST02122,R6_odd_hour_high_value,3,29269.81,2024-05-14 01:16:43,Electronics,Surat,0
TXN0049884,CUST02859,R6_odd_hour_high_value,3,20138.35,2023-11-18 03:32:13,Electronics,Lucknow,0
TXN0036301,CUST00674,R6_odd_hour_high_value,3,44480.92,2023-05-10 01:07:06,Shopping,Pune,0
TXN0036261,CUST02261,R6_odd_hour_high_value,3,70114.11,2023-04-09 02:48:32,Travel,Ahmedabad,0
TXN0036260,CUST01582,R6_odd_hour_high_value,3,47657.08,2024-02-01 00:58:21,Salary,Bhopal,0
TXN0036241,CUST00753,R6_odd_hour_high_value,3,32608.08,2024-05-14 02:48:13,Travel,Jaipur,0
TXN0036221,CUST00087,R6_odd_hour_high_value,3,16356.18,2023-04-16 03:18:58,Healthcare,Kochi,0
TXN0036355,CUST00388,R6_odd_hour_high_value,3,29226.51,2023-01-08 02:57:54,Atm Withdrawal,Lucknow,0
TXN0036352,CUST02626,R6_odd_hour_high_value,3,19393.52,2024-10-12 02:30:03,Healthcare,Mumbai,0
TXN0036200,CUST00815,R6_odd_hour_high_value,3,67450.7,2024-01-09 01:18:13,Education,Kolkata,0
TXN0035853,CUST01726,R6_odd_hour_high_value,3,42424.73,2024-06-17 02:10:37,Travel,Mumbai,0
TXN0036177,CUST02042,R6_odd_hour_high_value,3,28914.93,2024-02-01 01:46:24,Insurance,Jaipur,0
TXN0036176,CUST02346,R6_odd_hour_high_value,3,65647.59,2023-03-30 00:55:18,Shopping,Chennai,0
TXN0036309,CUST01212,R6_odd_hour_high_value,3,75000.0,2024-02-19 02:04:48,Insurance,Indore,0
TXN0035918,CUST02507,R6_odd_hour_high_value,3,38610.8,2023-10-12 02:25:28,Atm Withdrawal,Kochi,0
TXN0035886,CUST01059,R6_odd_hour_high_value,3,17057.89,2023-08-12 04:10:33,Insurance,Chandigarh,0
TXN0036041,CUST01405,R6_odd_hour_high_value,3,23114.79,2024-11-26 04:08:21,Electronics,Surat,0
TXN0036013,CUST00135,R6_odd_hour_high_value,3,20519.69,2023-06-01 04:33:53,Insurance,Indore,0
TXN0036007,CUST01403,R6_odd_hour_high_value,3,68812.51,2024-04-04 00:54:56,Education,Chandigarh,0
TXN0036000,CUST02699,R6_odd_hour_high_value,3,21030.44,2024-08-19 03:04:30,Shopping,Pune,0
TXN0036194,CUST00317,R6_odd_hour_high_value,3,18973.72,2023-02-02 04:49:21,Electronics,Chennai,0
TXN0037217,CUST01083,R6_odd_hour_high_value,3,23118.81,2023-11-24 04:40:37,Healthcare,Pune,0
TXN0037216,CUST02904,R6_odd_hour_high_value,3,28899.79,2024-10-11 04:50:02,Insurance,Pune,0
TXN0037207,CUST00998,R6_odd_hour_high_value,3,26601.14,2024-10-03 04:30:32,Insurance,Bengaluru,0
TXN0037206,CUST02684,R6_odd_hour_high_value,3,19311.78,2024-07-23 03:17:21,Shopping,Bhopal,0
TXN0037197,CUST00108,R6_odd_hour_high_value,3,19293.27,2024-02-21 00:06:52,Atm Withdrawal,Delhi,0
TXN0049847,CUST02924,R6_odd_hour_high_value,3,29140.77,2024-03-29 00:24:59,Healthcare,Kolkata,0
TXN0037192,CUST01314,R6_odd_hour_high_value,3,30362.61,2023-06-12 00:21:00,Insurance,Chennai,0
TXN0037156,CUST00370,R6_odd_hour_high_value,3,50734.45,2024-01-18 01:07:24,Electronics,Jaipur,0
TXN0037094,CUST01796,R6_odd_hour_high_value,3,75000.0,2024-10-07 01:47:34,Atm Withdrawal,Hyderabad,0
TXN0049804,CUST00473,R6_odd_hour_high_value,3,40550.15,2023-12-29 04:29:17,Atm Withdrawal,Delhi,0
TXN0049799,CUST00782,R6_odd_hour_high_value,3,15461.5,2024-11-02 03:25:06,Shopping,Jaipur,0
TXN0049865,CUST00149,R6_odd_hour_high_value,3,45659.54,2023-06-01 03:41:00,Atm Withdrawal,Bhopal,0
TXN0049860,CUST02738,R6_odd_hour_high_value,3,68837.98,2023-09-07 04:01:56,Shopping,Ahmedabad,0
TXN0049855,CUST00028,R6_odd_hour_high_value,3,75000.0,2024-12-11 01:12:31,Atm Withdrawal,Pune,0
TXN0049772,CUST00297,R6_odd_hour_high_value,3,34780.53,2023-03-07 03:10:37,Atm Withdrawal,Bhopal,0
TXN0049746,CUST02681,R6_odd_hour_high_value,3,32976.42,2024-10-20 04:46:23,Shopping,Chandigarh,0
TXN0049742,CUST02660,R6_odd_hour_high_value,3,32067.83,2023-11-25 01:44:40,Atm Withdrawal,Ahmedabad,0
TXN0049737,CUST00759,R6_odd_hour_high_value,3,15586.09,2024-01-19 01:29:20,Shopping,Chandigarh,0
TXN0049814,CUST01335,R6_odd_hour_high_value,3,30482.25,2024-03-26 03:39:18,Travel,Bhopal,0
TXN0037503,CUST01893,R6_odd_hour_high_value,3,42935.89,2024-02-27 04:49:42,Healthcare,Bhopal,0
TXN0037500,CUST02745,R2_rapid_succession,3,36961.12,2024-04-04 07:38:55,Groceries,Ahmedabad,1
TXN0037499,CUST00357,R6_odd_hour_high_value,3,21763.25,2024-02-28 04:27:08,Atm Withdrawal,Delhi,0
TXN0037475,CUST02556,R6_odd_hour_high_value,3,90000.0,2023-02-22 04:30:40,Travel,Ahmedabad,0
TXN0037569,CUST02451,R6_odd_hour_high_value,3,32166.51,2023-04-18 03:29:51,Electronics,Ahmedabad,0
TXN0037466,CUST00005,R6_odd_hour_high_value,3,26163.63,2024-01-17 04:52:52,Healthcare,Delhi,0
TXN0037462,CUST01119,R6_odd_hour_high_value,3,21867.11,2023-08-05 04:33:37,Atm Withdrawal,Indore,0
TXN0037459,CUST01921,R6_odd_hour_high_value,3,35462.84,2023-01-03 02:24:52,Healthcare,Lucknow,0
TXN0037447,CUST00310,R6_odd_hour_high_value,3,24224.29,2023-10-25 02:30:11,Travel,Mumbai,0
TXN0037228,CUST02712,R6_odd_hour_high_value,3,28101.81,2024-03-18 03:47:49,Shopping,Chennai,0
TXN0037828,CUST02189,R6_odd_hour_high_value,3,43626.58,2023-06-21 03:17:51,Travel,Chandigarh,0
TXN0037806,CUST00387,R6_odd_hour_high_value,3,58627.43,2024-08-08 02:13:01,Electronics,Chandigarh,0
TXN0037413,CUST02131,R6_odd_hour_high_value,3,70206.35,2024-01-28 01:26:17,Insurance,Mumbai,0
TXN0037400,CUST00284,R6_odd_hour_high_value,3,39228.04,2023-09-17 01:33:44,Healthcare,Unknown,0
TXN0037391,CUST02692,R6_odd_hour_high_value,3,41439.4,2024-08-11 03:24:31,Electronics,Pune,1
TXN0037388,CUST01324,R6_odd_hour_high_value,3,21506.7,2024-03-24 00:11:25,Atm Withdrawal,Surat,0
TXN0037377,CUST02660,R6_odd_hour_high_value,3,53919.16,2024-01-22 00:47:09,Electronics,Ahmedabad,0
TXN0037145,CUST00038,R6_odd_hour_high_value,3,81444.74,2023-01-21 03:48:31,Electronics,Chennai,0
TXN0037143,CUST01954,R6_odd_hour_high_value,3,17107.8,2023-02-19 01:34:07,Healthcare,Bengaluru,0
TXN0037424,CUST00483,R6_odd_hour_high_value,3,22932.01,2023-09-10 02:22:04,Atm Withdrawal,Surat,0
TXN0037291,CUST02650,R6_odd_hour_high_value,3,23289.37,2023-08-06 02:52:30,Shopping,Bengaluru,0
TXN0037256,CUST01904,R6_odd_hour_high_value,3,21514.95,2023-03-30 03:53:12,Healthcare,Mumbai,0
TXN0037246,CUST00022,R6_odd_hour_high_value,3,75000.0,2023-01-10 04:09:00,Insurance,Kochi,0
TXN0037373,CUST02999,R6_odd_hour_high_value,3,18481.29,2023-03-24 01:17:07,Atm Withdrawal,Ahmedabad,0
TXN0036889,CUST00376,R6_odd_hour_high_value,3,34266.54,2023-11-03 04:23:59,Salary,Ahmedabad,0
TXN0036884,CUST00786,R6_odd_hour_high_value,3,36071.98,2023-08-03 00:22:07,Atm Withdrawal,Bengaluru,0
TXN0036867,CUST02880,R6_odd_hour_high_value,3,16393.69,2023-01-24 00:08:19,Healthcare,Bhopal,0
TXN0036861,CUST01464,R6_odd_hour_high_value,3,19907.43,2024-03-29 01:48:08,Travel,Chandigarh,0
TXN0036407,CUST00058,R6_odd_hour_high_value,3,16734.68,2023-11-12 00:34:46,Atm Withdrawal,Lucknow,0
TXN0049736,CUST00415,R6_odd_hour_high_value,3,65678.84,2023-06-18 02:51:00,Electronics,Pune,0
TXN0036737,CUST00195,R6_odd_hour_high_value,3,34914.37,2023-06-09 01:27:36,Education,Hyderabad,0
TXN0036817,CUST01284,R6_odd_hour_high_value,3,51972.61,2023-08-06 04:10:15,Atm Withdrawal,Delhi,0
TXN0036807,CUST00798,R6_odd_hour_high_value,3,42664.24,2024-09-23 00:35:06,Travel,Kochi,0
TXN0036713,CUST01770,R6_odd_hour_high_value,3,90000.0,2023-04-06 03:40:33,Travel,Jaipur,0
TXN0036706,CUST00100,R6_odd_hour_high_value,3,19737.79,2023-09-19 02:51:20,Electronics,Indore,0
TXN0036658,CUST01869,R6_odd_hour_high_value,3,46623.1,2023-05-02 01:31:09,Healthcare,Kochi,0
TXN0036640,CUST02235,R6_odd_hour_high_value,3,41201.95,2024-12-06 03:59:16,Insurance,Lucknow,0
TXN0036763,CUST01263,R6_odd_hour_high_value,3,38443.63,2023-05-07 04:02:25,Shopping,Hyderabad,0
TXN0037113,CUST02267,R6_odd_hour_high_value,3,46113.64,2023-08-01 02:46:14,Electronics,Pune,0
TXN0036742,CUST00582,R6_odd_hour_high_value,3,70124.6,2024-06-26 04:37:20,Electronics,Delhi,0
TXN0049732,CUST01637,R6_odd_hour_high_value,3,64863.59,2024-11-09 01:08:04,Atm Withdrawal,Mumbai,0
TXN0037054,CUST01935,R6_odd_hour_high_value,3,42524.35,2024-10-22 01:48:35,Shopping,Chandigarh,0
TXN0037050,CUST00298,R6_odd_hour_high_value,3,84288.15,2024-09-17 03:08:26,Education,Chandigarh,0
TXN0037037,CUST02440,R6_odd_hour_high_value,3,41647.2,2024-01-29 01:53:25,Healthcare,Bhopal,0
TXN0037036,CUST02074,R6_odd_hour_high_value,3,34359.24,2024-07-03 04:56:42,Atm Withdrawal,Pune,0
TXN0037134,CUST00902,R6_odd_hour_high_value,3,49168.55,2023-05-23 03:22:54,Shopping,Jaipur,0
TXN0036909,CUST02513,R6_odd_hour_high_value,3,40587.22,2023-06-15 00:14:29,Travel,Surat,0
TXN0036906,CUST01149,R6_odd_hour_high_value,3,31227.12,2024-02-04 02:38:24,Shopping,Ahmedabad,0
TXN0037005,CUST00955,R6_odd_hour_high_value,3,17511.52,2023-02-03 01:02:32,Travel,Lucknow,0
TXN0037193,CUST00140,R6_odd_hour_high_value,3,53386.81,2023-02-10 02:43:54,Electronics,Indore,1
TXN0036984,CUST00679,R6_odd_hour_high_value,3,22624.84,2023-03-24 02:16:25,Atm Withdrawal,Bengaluru,0
TXN0036982,CUST02714,R6_odd_hour_high_value,3,65461.31,2024-02-12 01:03:35,Education,Delhi,0
TXN0037073,CUST00302,R6_odd_hour_high_value,3,63373.39,2024-07-23 01:26:37,Travel,Kolkata,0
TXN0037372,CUST00932,R6_odd_hour_high_value,3,24006.01,2024-05-16 00:46:06,Healthcare,Chandigarh,0
TXN0037346,CUST01598,R6_odd_hour_high_value,3,37641.53,2023-07-10 04:48:20,Shopping,Jaipur,0
TXN0037322,CUST00156,R6_odd_hour_high_value,3,48777.67,2023-04-15 04:21:17,Electronics,Surat,0
TXN0037298,CUST00016,R6_odd_hour_high_value,3,84470.94,2024-01-17 03:46:08,Electronics,Pune,0
